tokenId,name,Quality,Type,Level,CfgId,Feature,Style,Billboard,Visual,Area,GreenhouseAmount,DefenderAttributesBonus,PlantTime,SeedConsumption,WeedProduction,MaxStorage,ClaimableStorage,MaxHP,CurrentHP,FarmState
229,MOBLAND Weed Farm #229,Epic,1,1,229,1,1,0,31,12,12,1310,43920,242,495,36135,18067,882,882,1
230,MOBLAND Weed Farm #230,Epic,1,1,230,1,1,0,31,12,12,1270,43680,257,512,38582,19291,911,911,1
231,MOBLAND Weed Farm #231,Common,1,1,231,1,1,0,1,4,4,320,45120,242,370,9195,4597,571,571,1
232,MOBLAND Weed Farm #232,Common,1,1,232,1,1,0,1,4,4,320,42180,250,367,10035,5017,607,607,1
233,MOBLAND Weed Farm #233,Common,1,1,233,1,1,0,1,4,4,270,45120,245,367,9822,4911,603,603,1
234,MOBLAND Weed Farm #234,Common,1,1,234,1,1,0,1,4,4,300,41760,255,345,9285,4642,597,597,1
235,MOBLAND Weed Farm #235,Common,1,1,235,1,1,0,1,4,4,280,41340,237,375,9825,4912,595,595,1
236,MOBLAND Weed Farm #236,Epic,1,1,236,1,1,0,31,12,12,1240,41760,255,542,38835,19417,878,878,1
237,MOBLAND Weed Farm #237,Common,1,1,237,1,1,0,1,4,4,270,41100,245,355,9795,4897,586,586,1
238,MOBLAND Weed Farm #238,Common,1,1,238,1,1,0,1,4,4,310,41880,242,377,9995,4997,626,626,1
239,MOBLAND Weed Farm #239,Uncommon,1,1,239,1,1,0,11,6,6,620,42720,240,410,14207,7103,670,670,1
240,MOBLAND Weed Farm #240,Common,1,1,240,1,1,0,1,4,4,310,44460,247,362,9312,4656,570,570,1
241,MOBLAND Weed Farm #241,Common,1,1,241,1,1,0,1,4,4,270,41460,245,372,9185,4592,613,613,1
242,MOBLAND Weed Farm #242,Uncommon,1,1,242,1,1,0,11,6,6,550,41940,252,390,13892,6946,681,681,1
243,MOBLAND Weed Farm #243,Uncommon,1,1,243,1,1,0,11,6,6,630,41160,242,382,15015,7507,663,663,1
244,MOBLAND Weed Farm #244,Common,1,1,244,1,1,0,1,4,4,290,42180,255,345,10012,5006,615,615,1
245,MOBLAND Weed Farm #245,Rare,1,1,245,1,1,0,21,9,9,900,44940,240,425,24705,12352,749,749,1
246,MOBLAND Weed Farm #246,Common,1,1,246,1,1,0,1,4,4,270,43920,255,375,9485,4742,611,611,1
247,MOBLAND Weed Farm #247,Epic,1,1,247,1,1,0,31,12,12,1090,44760,237,502,38427,19213,865,865,1
248,MOBLAND Weed Farm #248,Common,1,1,248,1,1,0,1,4,4,310,41880,242,367,9670,4835,583,583,1
249,MOBLAND Weed Farm #249,Uncommon,1,1,249,1,1,0,11,6,6,610,43620,257,397,14520,7260,656,656,1
250,MOBLAND Weed Farm #250,Legendary,1,1,250,1,1,0,41,16,16,1410,43020,255,612,36505,18252,1068,1068,1
251,MOBLAND Weed Farm #251,Uncommon,1,1,251,1,1,0,11,6,6,640,41940,252,415,14045,7022,648,648,1
252,MOBLAND Weed Farm #252,Rare,1,1,252,1,1,0,21,9,9,970,42180,255,437,24600,12300,778,778,1
253,MOBLAND Weed Farm #253,Uncommon,1,1,253,1,1,0,11,6,6,550,43980,250,380,14382,7191,681,681,1
254,MOBLAND Weed Farm #254,Common,1,1,254,1,1,0,1,4,4,300,41640,252,345,9650,4825,606,606,1
255,MOBLAND Weed Farm #255,Common,1,1,255,1,1,0,1,4,4,300,43860,250,357,9267,4633,592,592,1
256,MOBLAND Weed Farm #256,Rare,1,1,256,1,1,0,21,9,9,870,42660,252,452,23867,11933,785,785,1
257,MOBLAND Weed Farm #257,Rare,1,1,257,1,1,0,21,9,9,810,44100,252,457,24835,12417,774,774,1
258,MOBLAND Weed Farm #258,Common,1,1,258,1,1,0,1,4,4,270,43920,240,367,9370,4685,577,577,1
259,MOBLAND Weed Farm #259,Uncommon,1,1,259,1,1,0,11,6,6,610,45000,252,402,13915,6957,651,651,1
260,MOBLAND Weed Farm #260,Rare,1,1,260,1,1,0,21,9,9,970,43020,247,460,24155,12077,739,739,1
261,MOBLAND Weed Farm #261,Legendary,1,1,261,1,1,0,41,16,16,1580,42480,240,612,36750,18375,1133,1133,1
262,MOBLAND Weed Farm #262,Common,1,1,262,1,1,0,1,4,4,280,44580,245,375,9657,4828,619,619,1
263,MOBLAND Weed Farm #263,Uncommon,1,1,263,1,1,0,11,6,6,640,42960,255,395,14822,7411,655,655,1
264,MOBLAND Weed Farm #264,Common,1,1,264,1,1,0,1,4,4,300,41820,255,347,9927,4963,613,613,1
265,MOBLAND Weed Farm #265,Uncommon,1,1,265,1,1,0,11,6,6,650,43080,252,382,14020,7010,661,661,1
266,MOBLAND Weed Farm #266,Uncommon,1,1,266,1,1,0,11,6,6,550,43560,255,397,13982,6991,639,639,1
267,MOBLAND Weed Farm #267,Uncommon,1,1,267,1,1,0,11,6,6,630,42840,257,412,13887,6943,651,651,1
268,MOBLAND Weed Farm #268,Uncommon,1,1,268,1,1,0,11,6,6,620,41940,242,385,14960,7480,673,673,1
269,MOBLAND Weed Farm #269,Common,1,1,269,1,1,0,1,4,4,310,43500,257,352,9602,4801,576,576,1
270,MOBLAND Weed Farm #270,Uncommon,1,1,270,1,1,0,11,6,6,610,43500,245,402,14405,7202,670,670,1
271,MOBLAND Weed Farm #271,Common,1,1,271,1,1,0,1,4,4,300,42600,237,370,9122,4561,615,615,1
272,MOBLAND Weed Farm #272,Uncommon,1,1,272,1,1,0,11,6,6,650,42060,247,400,13897,6948,651,651,1
273,MOBLAND Weed Farm #273,Common,1,1,273,1,1,0,1,4,4,320,42720,240,365,9820,4910,619,619,1
274,MOBLAND Weed Farm #274,Rare,1,1,274,1,1,0,21,9,9,810,42420,260,422,24917,12458,739,739,1
275,MOBLAND Weed Farm #275,Common,1,1,275,1,1,0,1,4,4,320,44220,250,370,9962,4981,624,624,1
276,MOBLAND Weed Farm #276,Common,1,1,276,1,1,0,1,4,4,270,45060,257,372,9425,4712,629,629,1
277,MOBLAND Weed Farm #277,Rare,1,1,277,1,1,0,21,9,9,880,42420,255,460,23135,11567,753,753,1
278,MOBLAND Weed Farm #278,Common,1,1,278,1,1,0,1,4,4,320,41220,260,380,9732,4866,608,608,1
279,MOBLAND Weed Farm #279,Rare,1,1,279,1,1,0,21,9,9,900,41640,252,442,24005,12002,787,787,1
280,MOBLAND Weed Farm #280,Common,1,1,280,1,1,0,1,4,4,320,41460,257,367,9967,4983,598,598,1
281,MOBLAND Weed Farm #281,Common,1,1,281,1,1,0,1,4,4,310,43200,237,347,9797,4898,601,601,1
282,MOBLAND Weed Farm #282,Common,1,1,282,1,1,0,1,4,4,300,41580,247,350,9837,4918,623,623,1
283,MOBLAND Weed Farm #283,Epic,1,1,283,1,1,0,31,12,12,1170,43620,247,502,36197,18098,867,867,1
284,MOBLAND Weed Farm #284,Common,1,1,284,1,1,0,1,4,4,270,42300,257,372,9360,4680,593,593,1
285,MOBLAND Weed Farm #285,Uncommon,1,1,285,1,1,0,11,6,6,640,44160,240,390,14205,7102,664,664,1
286,MOBLAND Weed Farm #286,Common,1,1,286,1,1,0,1,4,4,270,44700,245,372,9120,4560,609,609,1
287,MOBLAND Weed Farm #287,Common,1,1,287,1,1,0,1,4,4,290,43560,240,352,9640,4820,585,585,1
288,MOBLAND Weed Farm #288,Common,1,1,288,1,1,0,1,4,4,310,44040,237,352,9770,4885,623,623,1
289,MOBLAND Weed Farm #289,Uncommon,1,1,289,1,1,0,11,6,6,650,42120,245,380,13877,6938,628,628,1
290,MOBLAND Weed Farm #290,Uncommon,1,1,290,1,1,0,11,6,6,580,41940,252,407,14995,7497,692,692,1
291,MOBLAND Weed Farm #291,Epic,1,1,291,1,1,0,31,12,12,1130,44340,247,525,37512,18756,867,867,1
292,MOBLAND Weed Farm #292,Uncommon,1,1,292,1,1,0,11,6,6,540,42180,257,410,14530,7265,686,686,1
293,MOBLAND Weed Farm #293,Epic,1,1,293,1,1,0,31,12,12,1260,43680,257,532,36287,18143,937,937,1
294,MOBLAND Weed Farm #294,Common,1,1,294,1,1,0,1,4,4,300,45060,250,345,9945,4972,622,622,1
295,MOBLAND Weed Farm #295,Legendary,1,1,295,1,1,0,41,16,16,1480,43980,250,617,35675,17837,1048,1048,1
296,MOBLAND Weed Farm #296,Rare,1,1,296,1,1,0,21,9,9,980,43560,250,432,23635,11817,787,787,1
297,MOBLAND Weed Farm #297,Legendary,1,1,297,1,1,0,41,16,16,1570,43740,245,635,37882,18941,1097,1097,1
298,MOBLAND Weed Farm #298,Common,1,1,298,1,1,0,1,4,4,320,43500,242,352,9645,4822,607,607,1
299,MOBLAND Weed Farm #299,Common,1,1,299,1,1,0,1,4,4,300,42600,245,355,9655,4827,627,627,1
300,MOBLAND Weed Farm #300,Common,1,1,300,1,1,0,1,4,4,290,44280,260,380,9230,4615,574,574,1
301,MOBLAND Weed Farm #301,Common,1,1,301,1,1,0,1,4,4,270,41880,240,355,9990,4995,584,584,1
302,MOBLAND Weed Farm #302,Uncommon,1,1,302,1,1,0,11,6,6,630,44760,247,392,14465,7232,646,646,1
303,MOBLAND Weed Farm #303,Rare,1,1,303,1,1,0,21,9,9,930,43500,257,457,23787,11893,782,782,1
304,MOBLAND Weed Farm #304,Common,1,1,304,1,1,0,1,4,4,300,43440,252,372,9262,4631,604,604,1
305,MOBLAND Weed Farm #305,Common,1,1,305,1,1,0,1,4,4,320,44460,257,370,9665,4832,588,588,1
306,MOBLAND Weed Farm #306,Uncommon,1,1,306,1,1,0,11,6,6,580,41100,260,417,14752,7376,678,678,1
307,MOBLAND Weed Farm #307,Legendary,1,1,307,1,1,0,41,16,16,1370,45120,240,617,36967,18483,1124,1124,1
308,MOBLAND Weed Farm #308,Uncommon,1,1,308,1,1,0,11,6,6,650,43260,247,395,13992,6996,664,664,1
309,MOBLAND Weed Farm #309,Uncommon,1,1,309,1,1,0,11,6,6,610,43920,240,392,14850,7425,629,629,1
310,MOBLAND Weed Farm #310,Rare,1,1,310,1,1,0,21,9,9,920,41040,252,440,23275,11637,713,713,1
311,MOBLAND Weed Farm #311,Common,1,1,311,1,1,0,1,4,4,320,45000,260,377,9627,4813,592,592,1
312,MOBLAND Weed Farm #312,Legendary,1,1,312,1,1,0,41,16,16,1460,42840,247,617,38252,19126,1062,1062,1
313,MOBLAND Weed Farm #313,Common,1,1,313,1,1,0,1,4,4,310,44280,240,350,10012,5006,579,579,1
314,MOBLAND Weed Farm #314,Rare,1,1,314,1,1,0,21,9,9,900,43080,255,450,23032,11516,769,769,1
315,MOBLAND Weed Farm #315,Epic,1,1,315,1,1,0,31,12,12,1180,43680,257,510,35562,17781,912,912,1
316,MOBLAND Weed Farm #316,Epic,1,1,316,1,1,0,31,12,12,1130,41220,237,537,37525,18762,920,920,1
317,MOBLAND Weed Farm #317,Common,1,1,317,1,1,0,1,4,4,290,43680,257,355,9782,4891,570,570,1
318,MOBLAND Weed Farm #318,Epic,1,1,318,1,1,0,31,12,12,1260,44940,247,500,38870,19435,940,940,1
319,MOBLAND Weed Farm #319,Rare,1,1,319,1,1,0,21,9,9,960,43320,237,437,24007,12003,721,721,1
320,MOBLAND Weed Farm #320,Uncommon,1,1,320,1,1,0,11,6,6,620,42180,252,385,14762,7381,677,677,1
321,MOBLAND Weed Farm #321,Common,1,1,321,1,1,0,1,4,4,270,43920,245,362,9787,4893,620,620,1
322,MOBLAND Weed Farm #322,Legendary,1,1,322,1,1,0,41,16,16,1410,41940,257,622,36992,18496,1058,1058,1
323,MOBLAND Weed Farm #323,Uncommon,1,1,323,1,1,0,11,6,6,640,41400,260,400,14582,7291,642,642,1
324,MOBLAND Weed Farm #324,Uncommon,1,1,324,1,1,0,11,6,6,620,41940,252,390,14865,7432,655,655,1
325,MOBLAND Weed Farm #325,Uncommon,1,1,325,1,1,0,11,6,6,560,42900,240,400,13762,6881,658,658,1
326,MOBLAND Weed Farm #326,Common,1,1,326,1,1,0,1,4,4,300,41040,257,357,9942,4971,616,616,1
327,MOBLAND Weed Farm #327,Common,1,1,327,1,1,0,1,4,4,310,42300,250,347,9485,4742,609,609,1
328,MOBLAND Weed Farm #328,Common,1,1,328,1,1,0,1,4,4,300,43560,242,372,9185,4592,629,629,1
329,MOBLAND Weed Farm #329,Uncommon,1,1,329,1,1,0,11,6,6,650,41280,242,390,13792,6896,642,642,1
330,MOBLAND Weed Farm #330,Common,1,1,330,1,1,0,1,4,4,310,41640,255,377,9410,4705,603,603,1
331,MOBLAND Weed Farm #331,Rare,1,1,331,1,1,0,21,9,9,870,42540,250,427,24985,12492,731,731,1
332,MOBLAND Weed Farm #332,Common,1,1,332,1,1,0,1,4,4,320,42600,255,357,9250,4625,602,602,1
333,MOBLAND Weed Farm #333,Common,1,1,333,1,1,0,1,4,4,290,44880,245,367,10065,5032,600,600,1
334,MOBLAND Weed Farm #334,Rare,1,1,334,1,1,0,21,9,9,950,45240,255,430,23645,11822,780,780,1
335,MOBLAND Weed Farm #335,Rare,1,1,335,1,1,0,21,9,9,960,41820,240,462,24857,12428,715,715,1
336,MOBLAND Weed Farm #336,Uncommon,1,1,336,1,1,0,11,6,6,570,43440,252,385,13980,6990,645,645,1
337,MOBLAND Weed Farm #337,Common,1,1,337,1,1,0,1,4,4,320,42780,252,367,9502,4751,598,598,1
338,MOBLAND Weed Farm #338,Common,1,1,338,1,1,0,1,4,4,300,42060,252,350,9822,4911,586,586,1
339,MOBLAND Weed Farm #339,Common,1,1,339,1,1,0,1,4,4,300,45180,255,347,9220,4610,581,581,1
340,MOBLAND Weed Farm #340,Legendary,1,1,340,1,1,0,41,16,16,1370,42540,252,605,35857,17928,1091,1091,1
341,MOBLAND Weed Farm #341,Common,1,1,341,1,1,0,1,4,4,270,42600,237,362,9565,4782,612,612,1
342,MOBLAND Weed Farm #342,Common,1,1,342,1,1,0,1,4,4,300,44940,240,375,9980,4990,587,587,1
343,MOBLAND Weed Farm #343,Epic,1,1,343,1,1,0,31,12,12,1270,45000,242,512,38940,19470,888,888,1
344,MOBLAND Weed Farm #344,Common,1,1,344,1,1,0,1,4,4,310,42060,245,352,9345,4672,594,594,1
345,MOBLAND Weed Farm #345,Common,1,1,345,1,1,0,1,4,4,290,45120,250,347,10030,5015,607,607,1
346,MOBLAND Weed Farm #346,Legendary,1,1,346,1,1,0,41,16,16,1540,42180,255,590,57760,28880,1104,1104,1
347,MOBLAND Weed Farm #347,Common,1,1,347,1,1,0,1,4,4,310,41100,237,350,9575,4787,620,620,1
348,MOBLAND Weed Farm #348,Common,1,1,348,1,1,0,1,4,4,290,41760,240,342,9740,4870,580,580,1
349,MOBLAND Weed Farm #349,Uncommon,1,1,349,1,1,0,11,6,6,650,43920,247,397,14995,7497,650,650,1
350,MOBLAND Weed Farm #350,Common,1,1,350,1,1,0,1,4,4,320,43020,242,367,9712,4856,619,619,1
351,MOBLAND Weed Farm #351,Common,1,1,351,1,1,0,1,4,4,320,41520,240,372,9122,4561,596,596,1
352,MOBLAND Weed Farm #352,Common,1,1,352,1,1,0,1,4,4,290,44400,242,367,9397,4698,627,627,1
353,MOBLAND Weed Farm #353,Legendary,1,1,353,1,1,0,41,16,16,1440,41640,252,627,37027,18513,1131,1131,1
354,MOBLAND Weed Farm #354,Common,1,1,354,1,1,0,1,4,4,290,42780,250,365,9207,4603,570,570,1
355,MOBLAND Weed Farm #355,Common,1,1,355,1,1,0,1,4,4,290,43740,257,357,9202,4601,620,620,1
356,MOBLAND Weed Farm #356,Uncommon,1,1,356,1,1,0,11,6,6,620,45120,240,385,14055,7027,652,652,1
357,MOBLAND Weed Farm #357,Common,1,1,357,1,1,0,1,4,4,290,44760,255,362,9470,4735,600,600,1
358,MOBLAND Weed Farm #358,Common,1,1,358,1,1,0,1,4,4,310,41040,260,367,10052,5026,587,587,1
359,MOBLAND Weed Farm #359,Epic,1,1,359,1,1,0,31,12,12,1230,44460,255,492,37920,18960,909,909,1
360,MOBLAND Weed Farm #360,Uncommon,1,1,360,1,1,0,11,6,6,620,41940,252,415,14182,7091,637,637,1
361,MOBLAND Weed Farm #361,Epic,1,1,361,1,1,0,31,12,12,1200,43740,242,517,37322,18661,900,900,1
362,MOBLAND Weed Farm #362,Common,1,1,362,1,1,0,1,4,4,320,42780,260,375,9212,4606,621,621,1
363,MOBLAND Weed Farm #363,Common,1,1,363,1,1,0,1,4,4,300,44880,247,377,9592,4796,627,627,1
364,MOBLAND Weed Farm #364,Common,1,1,364,1,1,0,1,4,4,270,44220,250,357,9417,4708,579,579,1
365,MOBLAND Weed Farm #365,Common,1,1,365,1,1,0,1,4,4,280,45240,250,367,9142,4571,605,605,1
366,MOBLAND Weed Farm #366,Common,1,1,366,1,1,0,1,4,4,300,44880,250,350,9380,4690,593,593,1
367,MOBLAND Weed Farm #367,Uncommon,1,1,367,1,1,0,11,6,6,650,41940,252,412,14642,7321,675,675,1
368,MOBLAND Weed Farm #368,Epic,1,1,368,1,1,0,31,12,12,1250,42060,242,500,35755,17877,911,911,1
369,MOBLAND Weed Farm #369,Common,1,1,369,1,1,0,1,4,4,300,44400,237,345,9405,4702,609,609,1
370,MOBLAND Weed Farm #370,Rare,1,1,370,1,1,0,21,9,9,880,44940,240,452,24367,12183,766,766,1
371,MOBLAND Weed Farm #371,Common,1,1,371,1,1,0,1,4,4,280,45000,242,352,9482,4741,576,576,1
372,MOBLAND Weed Farm #372,Rare,1,1,372,1,1,0,21,9,9,820,44640,260,425,23175,11587,746,746,1
373,MOBLAND Weed Farm #373,Common,1,1,373,1,1,0,1,4,4,270,42240,260,367,9880,4940,575,575,1
374,MOBLAND Weed Farm #374,Common,1,1,374,1,1,0,1,4,4,320,41340,237,355,9310,4655,593,593,1
375,MOBLAND Weed Farm #375,Common,1,1,375,1,1,0,1,4,4,310,42900,250,347,9670,4835,617,617,1
376,MOBLAND Weed Farm #376,Common,1,1,376,1,1,0,1,4,4,320,43320,245,377,9232,4616,620,620,1
377,MOBLAND Weed Farm #377,Uncommon,1,1,377,1,1,0,11,6,6,650,43800,257,410,13877,6938,678,678,1
378,MOBLAND Weed Farm #378,Rare,1,1,378,1,1,0,21,9,9,860,44940,240,460,24330,12165,762,762,1
379,MOBLAND Weed Farm #379,Uncommon,1,1,379,1,1,0,11,6,6,590,42240,257,417,13717,6858,666,666,1
380,MOBLAND Weed Farm #380,Rare,1,1,380,1,1,0,21,9,9,910,41040,240,432,23410,11705,736,736,1
381,MOBLAND Weed Farm #381,Common,1,1,381,1,1,0,1,4,4,280,43560,250,357,9580,4790,620,620,1
382,MOBLAND Weed Farm #382,Uncommon,1,1,382,1,1,0,11,6,6,560,43620,260,380,13892,6946,659,659,1
383,MOBLAND Weed Farm #383,Uncommon,1,1,383,1,1,0,11,6,6,590,41040,240,385,13942,6971,685,685,1
384,MOBLAND Weed Farm #384,Common,1,1,384,1,1,0,1,4,4,280,44940,245,375,9332,4666,595,595,1
385,MOBLAND Weed Farm #385,Common,1,1,385,1,1,0,1,4,4,270,43920,245,352,9965,4982,613,613,1
386,MOBLAND Weed Farm #386,Common,1,1,386,1,1,0,1,4,4,310,42360,247,380,10002,5001,619,619,1
387,MOBLAND Weed Farm #387,Uncommon,1,1,387,1,1,0,11,6,6,600,41940,252,387,13680,6840,636,636,1
388,MOBLAND Weed Farm #388,Epic,1,1,388,1,1,0,31,12,12,1260,42780,245,515,36042,18021,864,864,1
389,MOBLAND Weed Farm #389,Rare,1,1,389,1,1,0,21,9,9,950,43560,252,455,23655,11827,733,733,1
390,MOBLAND Weed Farm #390,Common,1,1,390,1,1,0,1,4,4,270,42000,250,365,10057,5028,578,578,1
391,MOBLAND Weed Farm #391,Common,1,1,391,1,1,0,1,4,4,320,42240,260,375,9747,4873,573,573,1
392,MOBLAND Weed Farm #392,Rare,1,1,392,1,1,0,21,9,9,870,41700,250,432,25012,12506,767,767,1
393,MOBLAND Weed Farm #393,Uncommon,1,1,393,1,1,0,11,6,6,640,41100,240,382,13662,6831,636,636,1
394,MOBLAND Weed Farm #394,Epic,1,1,394,1,1,0,31,12,12,1270,44820,240,512,38555,19277,870,870,1
395,MOBLAND Weed Farm #395,Uncommon,1,1,395,1,1,0,11,6,6,560,41100,250,402,13940,6970,630,630,1
396,MOBLAND Weed Farm #396,Common,1,1,396,1,1,0,1,4,4,300,44340,257,377,9460,4730,600,600,1
397,MOBLAND Weed Farm #397,Common,1,1,397,1,1,0,1,4,4,290,43800,242,350,9252,4626,570,570,1
398,MOBLAND Weed Farm #398,Common,1,1,398,1,1,0,1,4,4,300,44040,240,360,9705,4852,605,605,1
399,MOBLAND Weed Farm #399,Uncommon,1,1,399,1,1,0,11,6,6,640,41940,252,410,14647,7323,681,681,1
400,MOBLAND Weed Farm #400,Uncommon,1,1,400,1,1,0,11,6,6,610,44100,250,382,13715,6857,679,679,1
401,MOBLAND Weed Farm #401,Epic,1,1,401,1,1,0,31,12,12,1300,44640,245,492,39110,19555,858,858,1
402,MOBLAND Weed Farm #402,Epic,1,1,402,1,1,0,31,12,12,1210,41220,247,532,36245,18122,858,858,1
403,MOBLAND Weed Farm #403,Rare,1,1,403,1,1,0,21,9,9,830,44580,242,427,22915,11457,726,726,1
404,MOBLAND Weed Farm #404,Common,1,1,404,1,1,0,1,4,4,270,42840,247,357,9502,4751,611,611,1
405,MOBLAND Weed Farm #405,Common,1,1,405,1,1,0,1,4,4,270,44940,237,362,10020,5010,627,627,1
406,MOBLAND Weed Farm #406,Common,1,1,406,1,1,0,1,4,4,300,41820,252,352,9637,4818,618,618,1
407,MOBLAND Weed Farm #407,Uncommon,1,1,407,1,1,0,11,6,6,630,44700,257,380,13765,6882,659,659,1
408,MOBLAND Weed Farm #408,Common,1,1,408,1,1,0,1,4,4,300,42960,257,367,9240,4620,614,614,1
409,MOBLAND Weed Farm #409,Uncommon,1,1,409,1,1,0,11,6,6,590,43080,255,392,14545,7272,665,665,1
410,MOBLAND Weed Farm #410,Rare,1,1,410,1,1,0,21,9,9,980,44820,242,440,22697,11348,786,786,1
411,MOBLAND Weed Farm #411,Common,1,1,411,1,1,0,1,4,4,300,45120,242,360,9730,4865,621,621,1
412,MOBLAND Weed Farm #412,Common,1,1,412,1,1,0,1,4,4,280,42660,245,347,9957,4978,587,587,1
413,MOBLAND Weed Farm #413,Uncommon,1,1,413,1,1,0,11,6,6,560,42660,247,390,13827,6913,656,656,1
414,MOBLAND Weed Farm #414,Common,1,1,414,1,1,0,1,4,4,280,44040,242,352,9247,4623,575,575,1
415,MOBLAND Weed Farm #415,Uncommon,1,1,415,1,1,0,11,6,6,620,41760,257,385,14600,7300,656,656,1
416,MOBLAND Weed Farm #416,Common,1,1,416,1,1,0,1,4,4,320,44400,237,367,9737,4868,578,578,1
417,MOBLAND Weed Farm #417,Common,1,1,417,1,1,0,1,4,4,300,45060,257,365,9775,4887,600,600,1
418,MOBLAND Weed Farm #418,Common,1,1,418,1,1,0,1,4,4,280,44580,237,362,9480,4740,579,579,1
419,MOBLAND Weed Farm #419,Common,1,1,419,1,1,0,1,4,4,300,41940,252,350,9585,4792,600,600,1
420,MOBLAND Weed Farm #420,Uncommon,1,1,420,1,1,0,11,6,6,600,44460,260,397,13690,6845,660,660,1
421,MOBLAND Weed Farm #421,Uncommon,1,1,421,1,1,0,11,6,6,550,44880,247,392,13675,6837,661,661,1
422,MOBLAND Weed Farm #422,Common,1,1,422,1,1,0,1,4,4,310,42060,247,355,10015,5007,607,607,1
423,MOBLAND Weed Farm #423,Common,1,1,423,1,1,0,1,4,4,310,43800,240,367,9862,4931,623,623,1
424,MOBLAND Weed Farm #424,Common,1,1,424,1,1,0,1,4,4,270,42960,252,362,9922,4961,600,600,1
425,MOBLAND Weed Farm #425,Uncommon,1,1,425,1,1,0,11,6,6,540,41940,252,387,14600,7300,678,678,1
426,MOBLAND Weed Farm #426,Common,1,1,426,1,1,0,1,4,4,290,44940,257,362,9840,4920,580,580,1
427,MOBLAND Weed Farm #427,Uncommon,1,1,427,1,1,0,11,6,6,580,41940,252,400,14352,7176,665,665,1
428,MOBLAND Weed Farm #428,Common,1,1,428,1,1,0,1,4,4,280,41940,252,357,9560,4780,584,584,1
429,MOBLAND Weed Farm #429,Common,1,1,429,1,1,0,1,4,4,310,42000,257,377,9522,4761,582,582,1
430,MOBLAND Weed Farm #430,Common,1,1,430,1,1,0,1,4,4,320,44760,247,357,9852,4926,602,602,1
431,MOBLAND Weed Farm #431,Legendary,1,1,431,1,1,0,41,16,16,1540,42960,237,620,38832,19416,1039,1039,1
432,MOBLAND Weed Farm #432,Uncommon,1,1,432,1,1,0,11,6,6,570,45180,257,417,14852,7426,645,645,1
433,MOBLAND Weed Farm #433,Epic,1,1,433,1,1,0,31,12,12,1210,43560,242,497,37895,18947,884,884,1
434,MOBLAND Weed Farm #434,Common,1,1,434,1,1,0,1,4,4,320,42840,250,365,9722,4861,603,603,1
435,MOBLAND Weed Farm #435,Common,1,1,435,1,1,0,1,4,4,270,42360,257,347,9795,4897,610,610,1
436,MOBLAND Weed Farm #436,Common,1,1,436,1,1,0,1,4,4,290,44760,252,370,9835,4917,573,573,1
437,MOBLAND Weed Farm #437,Common,1,1,437,1,1,0,1,4,4,320,44820,252,347,10015,5007,592,592,1
438,MOBLAND Weed Farm #438,Legendary,1,1,438,1,1,0,41,16,16,1560,43200,250,620,35690,17845,1099,1099,1
439,MOBLAND Weed Farm #439,Common,1,1,439,1,1,0,1,4,4,310,41580,237,342,9560,4780,598,598,1
440,MOBLAND Weed Farm #440,Legendary,1,1,440,1,1,0,41,16,16,1410,42180,255,625,56395,28197,1117,1117,1
441,MOBLAND Weed Farm #441,Epic,1,1,441,1,1,0,31,12,12,1160,44160,257,520,35545,17772,874,874,1
442,MOBLAND Weed Farm #442,Uncommon,1,1,442,1,1,0,11,6,6,550,42540,245,382,13770,6885,668,668,1
443,MOBLAND Weed Farm #443,Uncommon,1,1,443,1,1,0,11,6,6,650,45060,260,407,14310,7155,638,638,1
444,MOBLAND Weed Farm #444,Uncommon,1,1,444,1,1,0,11,6,6,620,42180,237,382,14242,7121,631,631,1
445,MOBLAND Weed Farm #445,Common,1,1,445,1,1,0,1,4,4,280,41880,252,362,9872,4936,609,609,1
446,MOBLAND Weed Farm #446,Common,1,1,446,1,1,0,1,4,4,300,41760,257,362,10042,5021,610,610,1
447,MOBLAND Weed Farm #447,Common,1,1,447,1,1,0,1,4,4,310,43860,257,350,9557,4778,607,607,1
448,MOBLAND Weed Farm #448,Epic,1,1,448,1,1,0,31,12,12,1080,44220,260,537,39015,19507,904,904,1
449,MOBLAND Weed Farm #449,Common,1,1,449,1,1,0,1,4,4,280,42360,260,377,9500,4750,616,616,1
450,MOBLAND Weed Farm #450,Common,1,1,450,1,1,0,1,4,4,320,44460,257,377,9375,4687,589,589,1
451,MOBLAND Weed Farm #451,Common,1,1,451,1,1,0,1,4,4,280,44880,237,365,9152,4576,602,602,1
452,MOBLAND Weed Farm #452,Common,1,1,452,1,1,0,1,4,4,270,41940,260,347,9947,4973,586,586,1
453,MOBLAND Weed Farm #453,Uncommon,1,1,453,1,1,0,11,6,6,580,42420,247,395,15060,7530,635,635,1
454,MOBLAND Weed Farm #454,Common,1,1,454,1,1,0,1,4,4,280,44220,247,377,9170,4585,577,577,1
455,MOBLAND Weed Farm #455,Common,1,1,455,1,1,0,1,4,4,270,42840,247,372,9337,4668,583,583,1
456,MOBLAND Weed Farm #456,Common,1,1,456,1,1,0,1,4,4,270,41400,237,367,9635,4817,594,594,1
457,MOBLAND Weed Farm #457,Common,1,1,457,1,1,0,1,4,4,300,43200,250,362,9600,4800,600,600,1
458,MOBLAND Weed Farm #458,Uncommon,1,1,458,1,1,0,11,6,6,600,44400,255,395,14012,7006,690,690,1
